STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,URBANIZATION,HH_MAC,IC_QUINTILE,FINANCIAL_HARDSHIP,INDEX_COMP,SPEND_LEVEL,UNIT_MEASURE,OBS_CONF,UNIT_TYPE,DATABASE_ID,DECIMALS,UNIT_MULT,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,URBANIZATION_LABEL,HH_MAC_LABEL,IC_QUINTILE_LABEL,FINANCIAL_HARDSHIP_LABEL,INDEX_COMP_LABEL,SPEND_LEVEL_LABEL,UNIT_MEASURE_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,DECIMALS_LABEL,UNIT_MULT_LABEL,1985,1986,1987,1988,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GHA,UHC_FH40,_T,_T,_T,PUSHED,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Ghana,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,0.72,,,,,,,1.67,,,,,,,0.95,,,,,,,0.58,,,,0.42,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NLD,UHC_FH40,RUR,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Netherlands,Population facing financial hardship due to out-of-pocket health expenditure,Rural area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GEO,UHC_FH40,_T,AS,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Georgia,Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults and older people,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,25.45,25.17,24.8,28.19,29.01,21.26,22.86,20.01,22.71,26.45,27.2,,,,30.27,33.22,30.96,28.72,36.27,36.51,35.27,32.4,34.03,35.25,31.63,31.83,31.71,30.02
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MEX,UHC_FH40,_T,AO,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Mexico,Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults only,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,2.52,,2.71,,1.64,,2.4,,2.6,,2.49,,3.34,,3.23,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,POL,UHC_FH40,_T,AS,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Poland,Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults and older people,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,12.89,,,,,10.89,12.35,13.64,13,13.29,14.65,16.34,16.88,16.33,16.94,17.23,15.81,16.41,16.25,16.81,15.75,15.32,16.02,17.13,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LVA,UHC_FH40,_T,SO,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Latvia,Population facing financial hardship due to out-of-pocket health expenditure,Total,Older adults only,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,21.12,,26.8,29.41,25.76,30.14,31.11,25.63,22.91,25.95,23.52,24.92,29.88,30.38,34.75,,,30.49,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PAN,UHC_FH40,_T,AS,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Panama,Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults and older people,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,15.2,,,,,,,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MLI,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Mali,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,67.98,,,,,,,,,,,,29.29,,,37.28,,49.61,,49.46,53.7,50.86,49.4,47.36,47.7,45.37,,43.36,40.07,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,VNM,UHC_FH40,RUR,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Vietnam,Population facing financial hardship due to out-of-pocket health expenditure,Rural area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,81.03,,,,,66.41,,,,,60.67,,54.53,,51.76,,47.77,,41.47,,38.78,,37.83,,34.02,,35.23,,31.78,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SRB,UHC_FH40,_T,_T,_T,FURTHER,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Serbia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,5.25,5.8,4.44,6.56,7.58,6.2,7.52,6.95,6.65,4.89,5.61,4.97,5.52,5.83,,6.21,6.84,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,IDN,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Indonesia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,37.7,30.93,55.19,38.09,,35.23,30.03,20.38,13.55,,4.9,4.59,3.66,3.03,3.55,4.29,2.58,4.35,4.02,3.75,1.89,1.67,1.55,1.23,1.23,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GTM,UHC_FH40,RUR,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Guatemala,Population facing financial hardship due to out-of-pocket health expenditure,Rural area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,35.39,,,,,,,,,,,21.09,,,34.62,,,,,,,,,29.21,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,CHN,UHC_FH40,_T,_T,IC_Q1,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,China,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 1 (poorest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,83.09,,,,,,,86.53,,,,,87.57,,,,,,,,,,,93.83,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,IND,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,India,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,7.12,6.62,,8.51,6.4,,7.43,6.88,,6.58,,7.98,,,,,,,,,,,8.67,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ITA,UHC_FH40,_T,_T,IC_Q4,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Italy,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 4,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,1.6,,,,,,,,,1.27,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LKA,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Sri Lanka,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,6.78,,,,,,,,,,6.66,4.62,,,4.02,,,3.6,,,,3.07,,,2.03,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,KAZ,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Kazakhstan,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,28.94,27.12,25.83,25.4,15.94,14.89,15.13,13.28,14.94,13.88,11.55,12.68,11.23,11.65,11.2,9.66,,9.77,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,UZB,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Uzbekistan,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,33.72,,26.02,26.62,,,,,,,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SLB,UHC_FH40,_T,_T,_T,IMPOV,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Solomon Islands,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2: Facing impoverishing out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,DJI,UHC_FH40,_T,ACA,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Djibouti,Population facing financial hardship due to out-of-pocket health expenditure,Total,"Adults, children, and adolescents",All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,23.28,,,,,,,,,,4.33,,,,,6.42,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SVK,UHC_FH40,_T,MG,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Slovak Republic,Population facing financial hardship due to out-of-pocket health expenditure,Total,Multigenerational,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,29.51,17.57,27.12,29.97,24.65,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SLE,UHC_FH40,_T,MG,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Sierra Leone,Population facing financial hardship due to out-of-pocket health expenditure,Total,Multigenerational,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,69.02,,,,,,,,58.53,,,,,,,61.37,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,KEN,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Kenya,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,16.5,,,,,,,,34.69,,,,,,,,,,26.38,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MAR,UHC_FH40,_T,_T,IC_Q1,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Morocco,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 1 (poorest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,51.52,,47.89,,,,,,93.55,,,,,,,77.2,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,VNM,UHC_FH40,_T,_T,_T,IMPOV,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Vietnam,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2: Facing impoverishing out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,66.33,,,,,48.53,,,,,44.15,,37.16,,34.8,,30.49,,25.81,,25,,23.27,,21.32,,21.48,,19.47,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GBR,UHC_FH40,_T,_T,IC_Q5,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,United Kingdom,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 5 (richest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,0.51,,,,0.13,0.19,,,,,0.39,,,0.46,0.8,0.2,0.88,0.73,0.45,0.71,1.04,0.63,0.29,0.88,0.7,0.87,1,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,VNM,UHC_FH40,_T,_T,IC_Q1,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Vietnam,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 1 (poorest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,93.06,,,,,94.93,,,,,95.94,,95.07,,92.3,,97.3,,90.31,,88.01,,95.01,,92.08,,94.42,,93.13,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,CAF,UHC_FH40,_T,_T,IC_Q1,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Central African Republic,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 1 (poorest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,47.68,,,,,,,,,,,,,68.17,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TLS,UHC_FH40,_T,_T,IC_Q5,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Timor-Leste,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 5 (richest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,1.66,,,,,,,0.5,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MWI,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Malawi,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,73.82,,,,,,50.16,,,71.8,,,58.94,,,59.34,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NPL,UHC_FH40,_T,_T,_T,PUSHED,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Nepal,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,2.91,,,,,,,,,,2.81,2.44,2.53,2.48,,,,,,2.51,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TON,UHC_FH40,_T,_T,IC_Q5,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Tonga,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 5 (richest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,JOR,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Jordan,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,20.05,,,,,,14.98,,14.7,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,IRL,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Ireland,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,2.35,,,,,,,,,,2,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GAB,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Gabon,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,26.31,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,STP,UHC_FH40,_T,_T,IC_Q1,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,São Tomé and Príncipe,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 1 (poorest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,30.73,,,,,,,36.12,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SSD,UHC_FH40,URB,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,South Sudan,Population facing financial hardship due to out-of-pocket health expenditure,Urban area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,14.24,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,IRL,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Ireland,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,0.55,,,,,,,,,,1.76,,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,DEU,UHC_FH40,URB,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Germany,Population facing financial hardship due to out-of-pocket health expenditure,Urban area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,4.74,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BGR,UHC_FH40,_T,AO,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Bulgaria,Population facing financial hardship due to out-of-pocket health expenditure,Total,Adults only,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,7.42,,,,,,,,,,,,,,,,,,,,,,7.07,,8.91,5.74,8.15,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SVK,UHC_FH40,_T,_T,_T,PUSHED,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Slovak Republic,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,1.16,1.01,0.76,0.84,1.15,1.05,1.1,0.89,,,1.15,,,,,1.02,0.99,0.84,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,AFG,UHC_FH40,_T,_T,IC_Q2,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Afghanistan,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 2,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,23.56,,,,,,92.47,,,57.72,,,,58.8,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LVA,UHC_FH40,_T,_T,IC_Q1,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Latvia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 1 (poorest),All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,37.87,,,,,47,40.37,48.71,44.89,41.27,34.84,37.94,33.09,28.28,39.55,34,38.33,41.12,43.34,43.17,,,53.7,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,EAS,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,East Asia & Pacific,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,38.64,40.94,40.99,39.69,38.33,36.88,35.55,34.39,35.36,34.68,34.1,33.07,32.54,30.97,30.6,30.04,29.47,29.16,29.23,27.76,27.47,26.7,26.5,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,DNK,UHC_FH40,_T,_T,IC_Q3,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Denmark,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,Wealth quintile 3,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,0.73,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TZA,UHC_FH40,_T,_T,_T,LARGE,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Tanzania,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,1: Facing large (but non-impoverishing) out-of-pocket health expenditure,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,2.31,,3.62,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NGA,UHC_FH40,_T,_T,_T,FURTHER,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Nigeria,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,26.23,,,,,,28.36,32.13,,33.42,,,46.34,,,41.57,,,,38.99,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,EST,UHC_FH40,_T,_T,_T,IMPOV,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Estonia,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,"2: Facing impoverishing out-of-pocket health expenditure, based on the societal poverty line",Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,12.07,,,,,7.92,,,8.41,8.77,7.63,,,,,,5.81,,,,,,,,,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MHL,UHC_FH40,_T,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Marshall Islands,Population facing financial hardship due to out-of-pocket health expenditure,Total,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04,,,,,
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BDI,UHC_FH40,URB,_T,_T,ALL_FH,_Z,_Z,PT_POP,PU,RATIO,WB_UHC,1,0,A,Annual,Burundi,Population facing financial hardship due to out-of-pocket health expenditure,Urban area,All types,All,All financial hardship,Not applicable,Not applicable,Percentage of population,Normal value,Public,Ratio,Universal Health Coverage (UHC),One,Units,,,,,,,,,,,,,22.14,,,,,,,,33.34,,,,,,,27,,,,,,,,,,,
