STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,URBANIZATION,HH_MAC,IC_QUINTILE,FINANCIAL_HARDSHIP,INDEX_COMP,SPEND_LEVEL,UNIT_MEASURE,OBS_CONF,UNIT_TYPE,DATABASE_ID,DECIMALS,UNIT_MULT,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,URBANIZATION_LABEL,HH_MAC_LABEL,IC_QUINTILE_LABEL,FINANCIAL_HARDSHIP_LABEL,INDEX_COMP_LABEL,SPEND_LEVEL_LABEL,UNIT_MEASURE_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,DECIMALS_LABEL,UNIT_MULT_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,YEM,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,"Yemen, Rep.",Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,27.0,27.0,26.0,27.0,25.0,23.0,25.0,25.0,20.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MDA,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Moldova,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,91.0,90.0,91.0,92.0,92.0,93.0,89.0,84.0,84.0,85.0,84.0,85.0,85.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ITA,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Italy,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,74.0,75.0,76.0,76.0,77.0,77.0,78.0,78.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,82.0,82.0,82.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,JOR,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Jordan,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,75.0,75.0,75.0,75.0,75.0,75.0,76.0,75.0,75.0,76.0,76.0,77.0,77.0,76.0,76.0,75.0,73.0,72.0,69.0,69.0,70.0,71.0,73.0,74.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,KGZ,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Kyrgyz Republic,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,47.0,47.0,48.0,49.0,50.0,51.0,51.0,52.0,53.0,53.0,54.0,54.0,55.0,55.0,56.0,56.0,56.0,57.0,57.0,57.0,58.0,58.0,58.0,59.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,KWT,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Kuwait,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,86.0,86.0,86.0,85.0,85.0,84.0,84.0,86.0,86.0,86.0,86.0,90.0,92.0,95.0,95.0,95.0,95.0,95.0,82.0,91.0,94.0,94.0,97.0,98.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SSD,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,South Sudan,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,27.0,28.0,27.0,25.0,26.0,28.0,30.0,34.0,30.0,31.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,RUS,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Russian Federation,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,81.0,81.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,83.0,83.0,84.0,84.0,85.0,85.0,86.0,87.0,87.0,88.0,89.0,89.0,90.0,90.0,91.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SGP,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Singapore,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,97.0,97.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,97.0,97.0,98.0,98.0,98.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,HUN,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Hungary,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,95.0,93.0,99.0,94.0,95.0,95.0,94.0,88.0,88.0,87.0,89.0,89.0,89.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,AUS,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Australia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,60.0,61.0,62.0,63.0,65.0,66.0,66.0,67.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,74.0,74.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COG,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,"Congo, Rep.",Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,58.0,58.0,58.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,58.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,WLD,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,World,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0,59.0,59.0,60.0,60.0,60.0,61.0,61.0,61.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PLW,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Palau,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,92.0,92.0,92.0,93.0,93.0,94.0,94.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ATG,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Antigua and Barbuda,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,91.0,92.0,93.0,94.0,94.0,95.0,96.0,97.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,CHL,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Chile,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,64.0,65.0,66.0,67.0,68.0,69.0,69.0,70.0,71.0,71.0,73.0,75.0,74.0,76.0,78.0,79.0,80.0,82.0,81.0,82.0,82.0,82.0,83.0,84.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,DNK,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Denmark,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,74.0,74.0,75.0,76.0,76.0,77.0,77.0,78.0,78.0,79.0,79.0,80.0,81.0,82.0,82.0,83.0,83.0,83.0,84.0,84.0,84.0,85.0,85.0,85.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,DOM,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Dominican Republic,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,68.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,71.0,71.0,72.0,72.0,73.0,74.0,75.0,75.0,74.0,73.0,72.0,73.0,77.0,78.0,78.0,73.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NIC,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Nicaragua,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,70.0,70.0,71.0,71.0,72.0,72.0,73.0,73.0,74.0,74.0,75.0,75.0,76.0,76.0,77.0,77.0,78.0,78.0,79.0,79.0,79.0,79.0,79.0,79.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LUX,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Luxembourg,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,89.0,89.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,92.0,92.0,92.0,92.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COD,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,"Congo, Dem. Rep.",Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,30.0,29.0,31.0,31.0,33.0,34.0,34.0,35.0,35.0,35.0,34.0,36.0,36.0,37.0,38.0,37.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SAS,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,South Asia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,50.0,50.0,50.0,51.0,56.0,57.0,57.0,58.0,58.0,59.0,60.0,61.0,66.0,62.0,68.0,70.0,72.0,71.0,63.0,66.0,69.0,71.0,72.0,73.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LBN,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Lebanon,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,64.0,63.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,67.0,68.0,68.0,68.0,68.0,69.0,67.0,69.0,68.0,68.0,68.0,67.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,IRL,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Ireland,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MHL,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Marshall Islands,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,50.0,50.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,46.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,POL,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Poland,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,42.0,44.0,45.0,46.0,48.0,49.0,50.0,52.0,53.0,54.0,55.0,56.0,58.0,59.0,60.0,61.0,62.0,63.0,63.0,64.0,65.0,66.0,66.0,67.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NLD,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Netherlands,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,77.0,77.0,77.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,83.0,83.0,84.0,84.0,85.0,84.0,85.0,85.0,85.0,85.0,85.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NER,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Niger,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,5.0,4.0,4.0,4.0,4.0,7.0,16.0,16.0,13.0,15.0,18.0,19.0,16.0,14.0,19.0,26.0,27.0,29.0,31.0,31.0,34.0,34.0,36.0,36.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,AZE,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Azerbaijan,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,92.0,93.0,94.0,94.0,94.0,94.0,94.0,94.0,95.0,95.0,94.0,93.0,87.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LBY,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Libya,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,91.0,91.0,91.0,91.0,91.0,91.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,89.0,89.0,89.0,89.0,89.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,VEN,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,"Venezuela, RB",Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,50.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,60.0,61.0,61.0,60.0,65.0,66.0,65.0,61.0,63.0,63.0,64.0,54.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TJK,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Tajikistan,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,54.0,56.0,57.0,58.0,60.0,61.0,61.0,61.0,60.0,61.0,61.0,61.0,61.0,62.0,63.0,63.0,64.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,FSM,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,"Micronesia, Fed. Sts.",Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,42.0,44.0,46.0,48.0,49.0,50.0,51.0,53.0,54.0,55.0,56.0,57.0,62.0,59.0,63.0,64.0,66.0,67.0,65.0,62.0,65.0,64.0,65.0,65.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,KOR,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,"Korea, Rep.",Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,75.0,76.0,77.0,78.0,79.0,79.0,80.0,81.0,81.0,82.0,82.0,84.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0,88.0,88.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BWA,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Botswana,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,41.0,42.0,42.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,VNM,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Vietnam,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,65.0,67.0,68.0,72.0,74.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,78.0,77.0,80.0,79.0,79.0,79.0,77.0,78.0,78.0,77.0,77.0,76.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LBR,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Liberia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,21.0,21.0,21.0,21.0,21.0,20.0,20.0,19.0,19.0,28.0,24.0,21.0,23.0,25.0,27.0,28.0,29.0,38.0,38.0,36.0,40.0,37.0,47.0,42.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SYR,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Syrian Arab Republic,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,60.0,60.0,60.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,67.0,67.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BWA,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Botswana,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,61.0,59.0,59.0,60.0,62.0,59.0,62.0,64.0,63.0,64.0,63.0,61.0,59.0,59.0,66.0,72.0,71.0,66.0,54.0,57.0,64.0,59.0,64.0,60.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,UMC,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Upper middle income,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,73.0,74.0,75.0,76.0,73.0,74.0,75.0,75.0,75.0,75.0,83.0,83.0,83.0,83.0,83.0,83.0,84.0,83.0,83.0,83.0,84.0,84.0,84.0,83.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BEL,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Belgium,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,86.0,86.0,86.0,86.0,86.0,86.0,85.0,85.0,86.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BDI,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Burundi,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,37.0,37.0,37.0,38.0,38.0,38.0,41.0,43.0,45.0,48.0,51.0,52.0,53.0,54.0,54.0,54.0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,55.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SWE,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Sweden,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,96.0,99.0,97.0,97.0,97.0,98.0,98.0,97.0,97.0,97.0,96.0,96.0,96.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MRT,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Mauritania,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,35.0,37.0,38.0,38.0,38.0,39.0,40.0,41.0,41.0,40.0,41.0,42.0,41.0,40.0,40.0,37.0,38.0,38.0,39.0,40.0,41.0,41.0,42.0,43.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TLS,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Timor-Leste,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,48.0,47.0,47.0,48.0,50.0,51.0,53.0,55.0,57.0,58.0,60.0,60.0,62.0,63.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,66.0
